,MPr1,MPr2,MPr3,MPr4,MPr5,MPr6,MIn1,MIn2,MIn3,MIn4,MIn5,MIn6
TG(56:6/FA20:4),-3.216965683,-1.538093183,-0.724188866,-3.687644047,-5.136878111,-1.989805371,-1.918371246,-2.668428199,-3.446501681,-4.250225001,1.361751843,-0.010818231
TG(56:6/FA20:5),-5.779074881,-4.335426315,-3.766637432,-5.569367606,-5.233133999,-4.489294788,-4.127550591,-4.362468082,-4.463829842,-5.683090733,-1.393308246,-2.875381513
TG(56:6/FA22:2),-16.60964047,-4.588010393,-5.281881265,-5.841816207,-16.60964047,-5.937140613,-6.210405495,-16.60964047,-16.60964047,-16.60964047,-5.017322434,-6.066375927
TG(56:6/FA22:4),-4.423117601,0.06935887,-0.297470384,-4.629745997,-5.234106179,-4.19388297,-4.31065632,-4.710638226,-6.679289435,-6.846674333,0.436083862,-1.501857815
TG(56:6/FA22:5),-3.883226257,-0.875586637,-0.776534127,-3.455676751,-2.613016457,-1.461833558,-0.934573939,-2.603103171,-3.993245741,-3.647323868,2.291931836,0.923288159
TG(56:6/FA22:6),-5.787246904,-2.475160744,-3.412638112,-3.7715969,-5.204280974,-3.506296156,-1.69502673,-2.956708024,-2.331444977,-2.170596335,0.95727224,-0.269187062
TG(56:7/FA16:0),-4.941577786,-1.327006378,-1.538928461,-2.992072226,-3.986906946,-2.417226415,-1.278302701,-2.701111416,-3.611123168,-2.694704336,0.879792837,-0.212507467
TG(56:7/FA16:1),-5.149178691,-1.355980923,-2.146216676,-4.756297542,-2.452373216,-4.147843388,-3.222229235,-4.835731157,-5.491160567,-4.714702959,-0.140916216,-1.380697443
TG(56:7/FA18:0),-6.310924545,-5.040687972,-4.968214883,-5.131750085,-6.67571883,-5.932766881,-6.596965938,-5.8000917,-4.851918792,-5.995514451,-2.794850771,-3.751717954
TG(56:7/FA18:1),-4.295098637,-0.662504357,-1.23111526,-3.126437872,-4.115345255,-1.97687602,-1.395250761,-2.679470155,-3.416447721,-2.633338074,1.175011273,0.410471355
TG(56:7/FA18:2),-5.384212371,-3.810686796,-4.275763677,-6.417631295,-6.100357733,-4.624554585,-3.928582565,-5.73086418,-5.533804573,-6.506509535,0.478199208,-2.145120652
TG(56:7/FA18:3),-5.591217022,-5.677458874,-5.667509932,-5.825723311,-5.124122425,-5.535722392,-4.381491049,-5.451426288,-4.810717507,-6.492795556,-1.61870023,-4.383171171
TG(56:7/FA20:2),-8.286927677,-6.643226302,-6.822464015,-6.604584976,-16.60964047,-6.834149861,-7.134895993,-6.603652771,-16.60964047,-7.984150061,-3.548356896,-5.723625096
TG(56:7/FA20:3),-5.237707973,-5.704813958,-5.376087782,-6.152363646,-6.003993547,-6.113334526,-5.910197288,-6.264921697,-6.231133403,-7.792218032,-0.560543234,-3.012678994
TG(56:7/FA20:4),-5.802700065,-3.863628728,-4.161116539,-5.868208208,-5.803137735,-4.533270144,-3.632847238,-5.548588033,-5.408086554,-6.352097645,1.177707974,-1.657756328
TG(56:7/FA20:5),-3.909047305,-2.76950343,-2.923139236,-5.069611994,-6.093313634,-3.360245356,-3.265074156,-3.956901579,-4.032550644,-5.558291962,-0.721806539,-1.570153557
TG(56:7/FA22:4),-16.60964047,-4.151323276,-5.012502002,-7.230480694,-6.27608145,-6.405627321,-6.395332283,-6.267730425,-16.60964047,-8.342029772,-0.849765788,-4.453472211
TG(56:7/FA22:5),-3.86636083,-1.761681422,-2.0030985,-4.724417172,-4.586101953,-3.122818397,-2.524510547,-4.162537716,-5.823655738,-4.978023446,0.813523295,-0.391170787
TG(56:7/FA22:6),-2.359139066,1.238584586,0.491117868,-0.984257995,-2.445277889,-0.346211903,0.602832533,-0.778807032,-1.117348005,-0.210041384,2.701648883,2.242765011
TG(56:8/FA16:0),-3.543252918,-1.948805023,-1.175450471,-4.328467598,-4.56408877,-2.940545282,-4.214458862,-2.742711088,-4.13886316,-5.640643713,-0.805234589,-2.968759629
TG(56:8/FA16:1),-4.010570582,-2.493056709,-3.016228598,-3.095691804,-2.928287199,-2.672432535,-3.387210517,-3.269491527,-5.360823593,-3.372280978,-1.125488031,-2.180965277
TG(56:8/FA18:0),-5.389118731,-4.84706829,-2.668714147,-5.415795563,-16.60964047,-5.497656199,-4.967262181,-4.358778355,-3.833638012,-6.721848226,-4.273505543,-3.87809341
TG(56:8/FA18:1),-4.57609083,-1.903448185,-2.363528439,-4.790512996,-6.043962385,-4.156645208,-3.335251706,-4.155203293,-4.911411793,-5.200855279,-1.36873473,-1.977846204
TG(56:8/FA18:2),-6.782006879,-4.206862055,-5.343046931,-6.493772031,-6.077230875,-5.474857119,-4.593987432,-6.119263188,-6.188625093,-5.823666115,-0.544300419,-2.712528981
TG(56:8/FA18:3),-6.306589248,-4.503998437,-5.256037419,-6.00396503,-5.260453032,-5.358297784,-5.094466862,-5.886406686,-5.328280685,-6.678094951,-1.96326681,-4.698066476
TG(56:8/FA20:2),-6.732950875,-5.383091425,-5.650668206,-7.206975208,-6.353637175,-5.833034395,-6.337923013,-6.779343312,-16.60964047,-7.48205001,-4.85547734,-5.152380577
TG(56:8/FA20:3),-6.474024678,-6.75059402,-6.218887893,-7.108260448,-5.617125594,-7.677317045,-6.957134261,-7.26830357,-16.60964047,-7.592730812,-1.458711402,-4.490645237
TG(56:8/FA20:4),-6.708251916,-4.879980223,-5.25636229,-7.577905643,-6.089177268,-5.339276695,-5.078261207,-6.625804908,-6.094120689,-7.358199724,0.830866729,-3.130053947
TG(56:8/FA20:5),-6.669904365,-5.062552431,-5.044197284,-6.824994343,-7.352793508,-5.514141781,-4.787755226,-6.622028836,-6.019887753,-7.542828234,-0.978319051,-3.099562553
TG(56:8/FA22:4),-5.638428103,-5.167390302,-4.786175068,-5.398652929,-6.321033209,-6.321955449,-5.739411785,-6.474965426,-6.1154395,-7.549283913,-3.742410315,-5.718504687
TG(56:8/FA22:5),-6.874846361,-4.945616949,-6.128389573,-7.402898608,-6.59467196,-6.622339365,-4.937261057,-6.955688009,-16.60964047,-7.160350456,-1.131373207,-3.261461581
TG(56:8/FA22:6),-2.929816357,0.555139254,-0.424469529,-2.357763004,-4.55226196,-2.157449828,-1.393544134,-2.645855644,-3.750198014,-2.101424965,1.446003557,0.820848598
TG(56:9/FA16:0),-2.867499499,-1.453343566,-0.33703313,-4.754812249,-4.722267561,-2.813504889,-4.030359261,-2.873460059,-4.52448972,-6.801256228,-2.681349634,-3.736122018
TG(56:9/FA16:1),-4.791949712,-3.908511674,-3.658619713,-5.188061017,-4.249874226,-4.054670735,-4.775697337,-5.254963582,-4.227253134,-5.281530059,-3.242042599,-4.480710059
TG(56:9/FA18:1),-2.908339731,-0.521000295,0.865392788,-3.783659584,-4.337351431,-1.881674314,-2.776472784,-2.315335199,-4.027978436,-5.370158833,-2.599561349,-1.304116
TG(56:9/FA18:2),-6.27993023,-4.909201233,-5.458178634,-6.702413139,-6.372321031,-6.511249474,-6.464657025,-6.881030991,-7.284197391,-7.012760291,-2.917657576,-4.653443848
TG(56:9/FA18:3),-7.763560607,-5.640412047,-6.04714913,-6.752311949,-6.465958675,-7.056904142,-5.788127636,-6.628030811,-6.881779736,-7.001979119,-3.084654278,-5.572037859
TG(56:9/FA20:3),-6.85867026,-5.99672048,-6.651435498,-7.78289085,-5.299157598,-6.647428104,-6.321429586,-16.60964047,-7.062618916,-8.244555574,-3.964062622,-5.641610436
TG(56:9/FA20:4),-6.881557896,-5.324351549,-6.445653371,-6.651476252,-6.821106792,-5.658213246,-6.000979518,-7.710738941,-7.540040873,-7.560807885,-0.579841949,-4.280343505
TG(56:9/FA20:5),-6.634105721,-5.570499133,-5.953030593,-6.898828876,-6.403065377,-6.785780637,-5.457802582,-7.35576794,-6.084504664,-7.313245475,-1.481238084,-4.736669045
TG(56:9/FA22:5),-7.094827417,-6.43137052,-7.583053682,-6.95045104,-6.154401113,-7.312194765,-5.94804415,-7.105331137,-16.60964047,-8.144192429,-2.989289114,-5.479215669
TG(56:9/FA22:6),-7.105016507,-3.865610116,-4.459662174,-6.018591873,-6.694042493,-5.724916189,-3.697229915,-6.561017375,-6.203386246,-5.27179204,-0.611461584,-2.098821205
TG(58:10/FA16:0),-5.15588417,-4.046582042,-2.957899552,-6.06647145,-5.347159865,-5.160939361,-5.349598583,-4.584291688,-5.581146672,-6.265463427,-1.504612727,-3.83530163
TG(58:10/FA16:1),-5.50658286,-3.73121123,-3.457369039,-5.082021796,-4.413136887,-5.467785783,-5.919840669,-6.068478794,-5.330055602,-4.466561649,-1.848604286,-4.959075012
TG(58:10/FA18:0),-7.393942223,-6.154419097,-4.819557447,-6.548612815,-6.362191645,-6.094552532,-5.950489403,-5.536211167,-6.235576061,-7.514301741,-4.662090722,-4.996397901
TG(58:10/FA18:1),-3.714170009,-2.069268747,-0.905428875,-4.963385545,-5.557715531,-3.037834892,-3.758292446,-3.328482134,-6.228120018,-6.722276358,-3.287325848,-2.590705449
TG(58:10/FA18:2),-7.129915575,-5.423049976,-4.611561601,-7.839899475,-6.871400236,-6.221715137,-6.504335091,-6.35675085,-16.60964047,-7.11377166,-2.486827262,-4.766059847
TG(58:10/FA18:3),-7.445356504,-5.498463715,-5.211691713,-5.954277912,-16.60964047,-5.612621223,-5.465895548,-5.177189398,-16.60964047,-6.1621929,-3.406762357,-4.687603337
TG(58:10/FA20:2),-6.666896681,-6.514524106,-4.844394453,-7.16416764,-6.778491286,-6.419861124,-6.945979197,-5.686986131,-16.60964047,-7.523277577,-5.258075635,-5.111548607
TG(58:10/FA20:3),-7.274758056,-6.88311337,-5.829168127,-6.865995753,-6.956400383,-7.851162062,-6.124091784,-6.808487963,-16.60964047,-7.771336289,-2.571238564,-4.514016351
TG(58:10/FA20:4),-7.300365589,-4.814296131,-6.16272633,-6.407020488,-16.60964047,-5.553344644,-4.100016724,-6.491313067,-5.584722456,-5.806927186,0.915414332,-2.352095221
TG(58:10/FA20:5),-6.432767345,-4.490115015,-5.401040245,-6.770832537,-5.120370561,-5.589527663,-4.671633655,-5.503033109,-5.735950064,-7.084034516,-0.800116042,-3.173311269
TG(58:10/FA22:4),-16.60964047,-6.915264652,-6.444755415,-8.053833904,-16.60964047,-5.098367201,-7.169096832,-7.826882025,-16.60964047,-8.366252245,-3.642906596,-5.761809199
TG(58:10/FA22:5),-7.301294618,-5.799065386,-6.820315995,-7.538627616,-6.638039013,-7.475910256,-5.575552169,-6.917702283,-16.60964047,-7.184782824,-1.395861027,-3.638469156
TG(58:10/FA22:6),-7.304589709,-3.972415226,-4.507064615,-5.275981108,-5.321758502,-5.240051852,-3.874350718,-5.909802583,-5.317064667,-5.162995446,0.83384551,-1.414366417
TG(58:11/FA16:0),-6.287748786,-3.65980833,-3.962610108,-6.837682948,-5.336071844,-5.110778656,-5.834079903,-5.423428717,-16.60964047,-7.691414668,-3.015612395,-4.310923313
TG(58:11/FA16:1),-7.018237438,-5.956647655,-5.110917796,-6.827779184,-6.369927632,-6.914573342,-6.027665735,-5.232783556,-6.20469266,-7.408758049,-3.724379263,-5.812300835
TG(58:11/FA18:1),-5.123581449,-3.553756138,-2.636633638,-5.017519622,-5.681548827,-4.483444357,-4.219202731,-4.550067425,-5.552707274,-6.533684873,-3.417557174,-2.435389591
TG(58:11/FA18:2),-5.959519388,-5.579724121,-4.866081707,-5.509744754,-7.132376208,-5.487974479,-7.290651707,-5.935492883,-6.437859073,-16.60964047,-4.613293465,-4.958676263
TG(58:11/FA18:3),-6.924174191,-6.599305393,-6.393708574,-7.191150488,-7.141643127,-6.608040309,-6.157775146,-6.66844435,-16.60964047,-7.402429658,-5.049799291,-6.279301686
TG(58:11/FA20:3),-16.60964047,-7.04991217,-5.080359957,-7.273081028,-16.60964047,-6.618227756,-6.071562247,-6.359878844,-16.60964047,-7.914293849,-3.488715115,-4.217229907
TG(58:11/FA20:4),-6.236263816,-5.611992194,-6.458770243,-7.64768267,-7.943831317,-7.679005134,-6.883468305,-8.185966508,-6.777235395,-7.784360782,-1.733511736,-4.382148441
TG(58:11/FA20:5),-7.988451601,-5.5107702,-6.374834776,-7.491507122,-5.41879262,-5.764307247,-5.281483204,-7.936679525,-6.168691701,-6.565994264,-1.599425977,-3.946219442
TG(58:11/FA22:5),-16.60964047,-7.242486327,-7.62712398,-6.904001867,-6.366821971,-7.530971137,-7.152325883,-7.671257342,-16.60964047,-8.15063066,-2.84606585,-3.537643418
TG(58:11/FA22:6),-5.955353527,-5.594190854,-6.535808461,-7.505710416,-6.844439755,-5.318785118,-5.311778741,-7.730956509,-6.448568442,-7.273363559,-0.788498007,-2.329192767
TG(58:12/FA16:1),-5.956893895,-5.305753925,-5.82026529,-6.739534107,-3.832773999,-6.667057355,-6.724374839,-5.570026567,-16.60964047,-7.59426724,-4.739603944,-5.86456915
TG(58:12/FA18:2),-7.181866712,-6.191440721,-6.234292765,-6.794786638,-6.086758862,-7.354495974,-6.850253744,-7.238169605,-16.60964047,-7.866966242,-4.298512987,-5.034941374
TG(58:12/FA18:3),-16.60964047,-5.596754026,-6.395708189,-6.903051388,-16.60964047,-7.15840257,-7.845612858,-4.71559617,-16.60964047,-7.718526945,-4.826805949,-6.656425734
TG(58:12/FA20:4),-6.815858688,-5.799274655,-5.410683336,-7.845119816,-5.557087978,-6.031569658,-5.747700304,-6.61979883,-6.617127931,-7.658670272,-3.149466873,-4.834209986
TG(58:12/FA20:5),-6.708782872,-6.938798723,-5.937415197,-6.893253286,-5.934467789,-8.148754598,-6.380148683,-6.940079319,-6.681593402,-6.483233991,-4.152898201,-5.690660396
TG(58:12/FA22:6),-7.070675781,-5.389181731,-6.718730246,-7.459652587,-16.60964047,-7.14932609,-5.713282033,-7.294822748,-6.487014083,-5.845513722,-3.071890518,-3.010903496
TG(58:13/FA18:3),-7.050923599,-6.461113939,-6.935416245,-7.1726373,-16.60964047,-6.754532493,-6.382480634,-6.254706939,-16.60964047,-7.556494375,-5.287701728,-6.873451496
TG(58:13/FA20:5),-16.60964047,-6.69458005,-7.300885762,-6.082232575,-5.241658149,-6.16885538,-5.976830078,-6.890762934,-16.60964047,-7.846553623,-4.759943541,-6.700778791
TG(58:2/FA18:0),-5.166248486,-3.79839131,-2.072229299,-4.699618874,-5.793740559,-4.805862747,-3.604304265,-2.557668074,-4.123639567,-6.282476344,-4.59038346,-3.811698441
TG(58:2/FA22:2),-16.60964047,-7.053438318,-6.184146761,-7.042218428,-5.21827577,-6.832685896,-6.412820147,-5.896642139,-16.60964047,-8.023238627,-6.168583665,-6.952782689
TG(58:3/FA18:0),-6.568272081,-4.601945923,-3.573198992,-5.872457196,-5.141400115,-5.385064912,-4.804884421,-3.177553533,-5.126364801,-7.94871257,-4.373134014,-4.256955181
TG(58:3/FA18:1),-1.103859528,0.564013521,1.495621485,-2.232559779,-3.835270288,-1.332535315,-1.814126479,-0.933537837,-4.176803567,-5.695914872,-3.261478639,-1.181225325
TG(58:3/FA22:2),-5.603864787,-4.970117021,-3.390330823,-6.092870345,-16.60964047,-5.161435875,-4.621434647,-3.700460179,-6.111425415,-7.00882753,-4.612776141,-3.975303641
TG(58:4/FA16:0),-4.711523367,-2.636048471,-2.542210147,-4.129915575,-3.28011426,-4.554594903,-4.32852125,-3.723541983,-6.069232257,-6.566327278,-2.706646374,-2.892331711
TG(58:4/FA18:0),-6.132074142,-5.057089957,-5.533860516,-5.529891976,-5.1498303,-5.413618739,-4.14145646,-3.732110525,-4.370189026,-5.548228304,-1.475371552,-2.739522699
TG(58:4/FA18:1),-2.760753097,-1.787969363,-0.499700237,-3.364715028,-3.170817557,-3.091561512,-2.41915654,-2.049948994,-4.924728662,-6.08264826,-2.490559623,-1.07551856
TG(58:4/FA18:2),-5.497159069,-4.153373522,-3.111084785,-5.680638814,-5.375538342,-5.358315834,-5.409722426,-5.132914468,-7.518261686,-7.092259064,-5.208530353,-4.082075624
TG(58:4/FA20:2),-6.119700016,-4.650951108,-2.522438176,-5.278397683,-5.987592591,-5.166823583,-3.483149792,-3.473150965,-6.278934864,-6.319925985,-5.635647569,-3.301518576
TG(58:4/FA22:2),-3.814480058,-2.831369619,-1.827623634,-4.907403839,-5.598332209,-3.814986534,-3.488415603,-3.218709601,-5.991976316,-5.892983379,-4.036442661,-2.788667401
TG(58:4/FA22:4),-8.247305165,-5.748566367,-6.434586627,-6.735686126,-6.300184357,-6.069564661,-5.602413782,-5.840802287,-6.045759823,-7.156983065,-2.509350913,-4.854511458
TG(58:5/FA16:0),-4.319496146,-0.709988594,-1.421675962,-4.438691266,-3.445490187,-2.939135108,-4.444504155,-3.195374434,-5.137005222,-16.60964047,-1.445632913,-2.126174136
TG(58:5/FA16:1),-5.853354703,-3.741385292,-3.646136692,-5.456407416,-5.366223324,-6.099252208,-5.565396439,-6.323975751,-16.60964047,-7.72031357,-3.791954128,-3.920114971
TG(58:5/FA18:0),-5.403586318,-2.860780648,-2.301075038,-4.94491139,-5.681784973,-3.743767213,-3.840734672,-4.081056556,-3.974230558,-16.60964047,0.151681067,-1.657658807
TG(58:5/FA18:1),-4.161301715,-1.24971335,-0.738033297,-3.561781408,-3.061795075,-2.89806835,-2.403739416,-3.066060314,-5.147100371,-5.755743199,-0.048906339,-0.216968203
TG(58:5/FA18:2),-6.788052222,-5.460523402,-5.013270579,-6.382676478,-5.928716731,-6.981854004,-6.036005877,-6.334409188,-16.60964047,-7.947188208,-3.702418942,-4.165173884
TG(58:5/FA18:3),-7.65290162,-6.458537148,-5.738811424,-7.663047329,-16.60964047,-6.67475058,-6.517060114,-8.2639394,-16.60964047,-9.019605908,-6.5717906,-6.733258135
TG(58:5/FA20:2),-6.335158302,-5.795968371,-5.043996844,-6.078788814,-5.262335747,-6.690201913,-4.601007298,-4.52590441,-16.60964047,-7.164011217,-3.910516146,-3.102927084
TG(58:5/FA20:3),-6.417285391,-4.274649931,-2.924886584,-5.900536926,-6.11240376,-5.231231324,-4.154432173,-4.490151846,-5.179788753,-6.994575521,-3.395814905,-2.755963225
TG(58:5/FA22:2),-6.008847318,-5.362468438,-5.315020702,-5.93959055,-6.226819455,-5.355197484,-6.326930213,-6.070121229,-6.456432248,-8.072399939,-3.824691423,-4.888173309
TG(58:5/FA22:4),-5.041990933,-1.932700742,-1.007825609,-5.1334901,-5.621115189,-4.151076065,-3.578084117,-3.668769987,-4.539162826,-6.109050118,0.201990884,-1.540695684
TG(58:5/FA22:5),-5.020543248,-16.60964047,-5.038001583,-5.562882396,-6.200495666,-5.633801031,-4.658142868,-5.195294655,-4.495709358,-16.60964047,-2.82370933,-4.040895314
TG(58:6/FA16:0),-4.279522508,0.324300288,-0.377605108,-3.310129765,-3.853634712,-1.484384484,-2.920761724,-2.766920841,-4.838249471,-4.379701275,-0.766479572,-1.617167904
TG(58:6/FA16:1),-5.602140168,-1.488582524,-2.429916537,-6.143895223,-4.9032646,-5.149208128,-5.321333308,-6.440347667,-6.899618612,-6.943390548,-2.908635082,-3.549855582
TG(58:6/FA18:0),-4.876543315,-3.134554882,-2.969821314,-4.767126501,-5.418788176,-3.486083553,-3.047430421,-4.106837704,-3.720161361,-4.808014921,0.477121719,-0.997592651
TG(58:6/FA18:1),-3.771359101,0.76594331,0.545595546,-3.921259957,-3.452627264,-0.902075237,-2.399560719,-2.750166827,-3.808415014,-4.894068674,1.372714977,0.356012251
TG(58:6/FA18:2),-6.835775157,-4.710478442,-4.625170853,-6.723813105,-5.889174142,-5.755345544,-5.790738958,-4.822067741,-7.630588327,-7.114484985,-1.378169897,-3.470681126
TG(58:6/FA18:3),-8.968632088,-7.044401846,-5.596087072,-8.138152619,-16.60964047,-16.60964047,-6.278265546,-6.209780782,-16.60964047,-16.60964047,-5.473666783,-6.055240509
TG(58:6/FA20:2),-6.389279803,-4.753711999,-5.316658218,-6.27742374,-5.955022077,-6.157092604,-5.048218721,-4.667257672,-6.090576106,-6.509453856,-1.937696255,-3.092437528
TG(58:6/FA20:3),-8.857556259,-5.675276424,-4.839563854,-6.546034802,-5.463485129,-7.22738522,-4.5676936,-5.24875384,-6.216401588,-6.762664116,-1.518953734,-2.547925476
TG(58:6/FA20:4),-6.200226307,-4.233120949,-3.383378761,-6.288857184,-5.57773806,-5.606238868,-4.055704772,-5.480653176,-6.343671888,-6.821006308,-1.92941693,-3.18455459
TG(58:6/FA22:2),-7.198445177,-5.668928851,-5.968850292,-6.779532544,-6.883824691,-7.411509054,-6.764958402,-6.063719197,-16.60964047,-8.130846591,-4.011431706,-6.322322986
TG(58:6/FA22:4),-3.412590595,-0.549947097,-0.014386777,-4.299272091,-4.134835393,-2.925526218,-3.362648925,-3.165940526,-4.306897921,-6.0799908,0.799024077,-0.204825716
TG(58:6/FA22:5),-5.303004271,-3.003244169,-2.765766784,-4.923451106,-4.338019617,-3.216386798,-2.483067002,-3.750527396,-4.461124489,-5.273720149,0.633659373,-0.183187581
TG(58:6/FA22:6),-7.412246343,-4.917860321,-4.945974394,-5.81579912,-5.380775198,-4.885438941,-3.166052159,-4.903889653,-5.111347565,-5.765346867,-2.042420814,-4.00087694
TG(58:7/FA16:0),-5.076471229,-2.436353348,-3.082342839,-3.388081507,-4.188373249,-3.678986619,-2.728489433,-3.231727262,-4.523473823,-3.987174992,-0.59435204,-1.246466074
TG(58:7/FA16:1),-5.34049205,-0.474164088,-1.341769181,-4.761403021,-5.769842406,-3.515617881,-4.521354054,-5.529429726,-6.06036647,-6.324094456,-2.591840553,-2.870865071
TG(58:7/FA18:0),-6.063504883,-3.921288022,-4.081706321,-5.660813859,-5.863174524,-4.443036897,-3.232201748,-4.394611899,-4.981715647,-4.639442459,-0.010180777,-1.161068816
TG(58:7/FA18:1),-4.11215013,0.143364226,-0.505716865,-3.022686802,-4.029637346,-1.728404337,-1.222474997,-2.514645029,-3.867602675,-3.64323418,1.597588434,1.116326518
TG(58:7/FA18:2),-3.472154946,-3.194871718,-4.149663722,-6.860519231,-5.3460509,-4.715844135,-4.810807923,-5.449852246,-16.60964047,-6.896430634,-0.039234256,-2.238459119
TG(58:7/FA18:3),-6.169289525,-5.981472381,-6.165625409,-6.739547211,-16.60964047,-7.649049128,-5.854188778,-5.854653957,-6.195465715,-8.232994116,-3.472070703,-5.371753132
TG(58:7/FA20:2),-6.82244785,-4.958753877,-5.175011726,-7.021902518,-6.464288579,-6.340297057,-5.489658624,-5.745301942,-6.604489791,-6.751774526,-1.589441867,-2.913029864
TG(58:7/FA20:3),-7.332547229,-5.464468076,-5.382743711,-6.00069072,-6.25873355,-5.676821305,-4.342865439,-6.168838046,-5.027257875,-6.014519808,-0.101071146,-1.935503296
TG(58:7/FA20:4),-6.87402759,-4.820825666,-4.659300998,-5.457620425,-5.846884729,-5.606673745,-4.102829575,-4.494927518,-5.406816232,-5.849329446,-0.625024286,-2.491686962
TG(58:7/FA20:5),-6.812373069,-5.507343876,-5.988789906,-7.025558324,-5.298540099,-6.633858124,-5.164035321,-5.646109418,-6.427422434,-7.85668855,-3.851808556,-4.629783036
TG(58:7/FA22:2),-16.60964047,-5.269680326,-16.60964047,-16.60964047,-16.60964047,-16.60964047,-5.932439081,-16.60964047,-16.60964047,-16.60964047,-4.773425852,-16.60964047
TG(58:7/FA22:4),-6.646784512,-3.603311941,-3.252483891,-6.244436235,-16.60964047,-5.701517052,-5.377773586,-6.310900377,-5.836566561,-8.23867981,0.263293968,-2.070823217
TG(58:7/FA22:5),-3.375239839,-2.187894323,-1.566393385,-3.863515368,-4.946097491,-2.454358294,-2.024971344,-3.364699677,-4.475689847,-4.886702936,1.248460076,1.011947029
TG(58:7/FA22:6),-4.169560698,-1.533386339,-1.448940665,-3.030944086,-4.895308484,-2.191266448,-0.403275122,-2.153036241,-2.019106503,-1.838239572,1.021915763,0.695183176
TG(58:8/FA16:0),-4.228780072,-2.657833005,-2.235052363,-4.631329385,-5.841403373,-4.556170681,-4.090279913,-3.700636639,-3.972455197,-5.81214503,-0.18847343,-2.217293184
TG(58:8/FA16:1),-6.048207217,-3.718507497,-4.350067496,-5.76757862,-5.282947248,-5.306495154,-5.247826889,-5.605391,-5.856422973,-6.346350262,-2.127130306,-2.89735308
TG(58:8/FA18:0),-7.264295997,-5.265023658,-4.660183857,-6.066142754,-5.786837524,-6.155231672,-6.637928664,-5.36424601,-5.108016078,-6.313798317,-1.864874759,-4.151293283
TG(58:8/FA18:1),-4.475246885,-1.313195098,-0.934895534,-3.715859945,-5.630098239,-2.768781107,-1.56538959,-2.653470362,-3.75339399,-2.965290483,0.697060082,0.587514557
TG(58:8/FA18:2),-5.66731057,-3.92577196,-4.241142771,-5.848439986,-5.373989275,-5.08308969,-4.554368412,-5.230820718,-5.652173088,-6.079642032,0.012508147,-1.884038637
TG(58:8/FA18:3),-7.170358314,-4.986371483,-5.909586712,-6.723321101,-5.868892487,-6.865703976,-6.225651019,-5.818118667,-16.60964047,-7.886965097,-2.510740979,-4.982127428
TG(58:8/FA20:2),-2.942485257,-5.894421724,-6.581779943,-6.633871735,-5.985523126,-6.313403572,-5.5001883,-6.679935713,-6.74389406,-6.218212236,-2.351256416,-3.465169176
TG(58:8/FA20:3),-6.49248896,-4.835751838,-5.697399299,-7.470487965,-5.913937773,-5.958443355,-4.61268945,-5.709870818,-5.994500922,-6.362211465,0.244834061,-2.334933413
TG(58:8/FA20:4),-5.417287241,-4.93192048,-5.532570959,-5.756926446,-5.947732273,-5.215256616,-3.675344324,-5.256260388,-16.60964047,-5.578218121,1.712081602,-1.787478462
TG(58:8/FA20:5),-6.861758341,-5.99910899,-4.137329294,-6.501560656,-6.452664241,-7.536528805,-5.520125441,-5.943939932,-4.789972331,-6.708875232,-2.41166034,-4.199620485
TG(58:8/FA22:2),-16.60964047,-6.026723617,-6.509217816,-16.60964047,-6.378285113,-6.341360838,-6.595387992,-6.251606589,-16.60964047,-6.808464354,-5.676199731,-6.297833704
TG(58:8/FA22:4),-5.845334548,-4.68254777,-4.158439281,-6.214212162,-6.54395333,-6.345737637,-6.705784983,-6.994681309,-16.60964047,-6.433839082,0.338723197,-3.441812787
TG(58:8/FA22:5),-6.241059916,-4.138915542,-4.141144569,-6.425566769,-5.905716402,-4.609359958,-3.926782357,-5.855908008,-16.60964047,-5.973059806,0.854779784,-0.935293074
TG(58:8/FA22:6),-2.606499562,0.189785876,0.182419911,-1.815255386,-3.634296804,-1.247552373,-0.007926929,-1.237363979,-1.743368202,-1.430401725,1.679497752,2.120426506
TG(58:9/FA16:0),-2.615123418,-2.116109887,-1.085232684,-4.592880127,-5.111401177,-3.421111263,-4.165502172,-3.445454023,-4.456669343,-6.372141884,-0.564141698,-2.901816435
TG(58:9/FA16:1),-5.145356128,-4.342199424,-3.236167606,-5.908155615,-4.64705299,-6.029332907,-5.800101266,-6.814369318,-16.60964047,-6.116057182,-1.881400547,-4.508377597
TG(58:9/FA18:0),-6.67223399,-6.343148826,-5.768063626,-6.849975951,-7.682509352,-6.453306308,-6.110546419,-5.764658593,-6.239479028,-8.341896826,-4.069814838,-5.229104192
TG(58:9/FA18:1),-3.542276872,-1.819986376,-0.819655347,-4.791333961,-5.156738794,-3.857021468,-4.114946515,-3.448920102,-4.116713246,-5.918892357,-0.879906597,-1.82742738
TG(58:9/FA18:2),-6.65743506,-5.071630896,-4.831751622,-5.80509736,-7.36736405,-5.399391105,-4.680425532,-5.819538014,-5.143035173,-5.8276861,-0.683056836,-2.203506157
TG(58:9/FA18:3),-6.424149515,-5.401277584,-5.676253511,-6.524918571,-6.120460944,-5.712088048,-5.214076243,-5.193490933,-5.942339957,-6.772909656,-2.583931579,-4.467799542
TG(58:9/FA20:2),-7.638760368,-6.266633024,-6.542874776,-7.093230106,-16.60964047,-8.727092181,-6.484546318,-7.767193326,-6.266183904,-8.221546965,-3.819773622,-5.443636549
