,MPr1,MPr2,MPr3,MPr4,MPr5,MPr6,MIn1,MIn2,MIn3,MIn4,MIn5,MIn6
PC(14:0/22:6),-1.460266503,-0.851253545,-1.401974194,-0.90174404,0.546850448,-0.440608973,-1.379502423,-1.600340393,-3.322442623,-1.150495976,-0.699962501,-1.236092632
PC(14:1/14:1),-2.853668593,-1.990165837,-2.131229735,-2.56029568,-3.264223182,-1.858255856,-3.116783902,-3.021380898,-2.606507593,-3.563603373,-2.053457188,-2.686527673
PC(14:1/16:0),4.769848426,6.000954597,5.895458179,5.774736969,5.588081627,5.740665875,4.033676301,5.569457336,4.16433186,4.334166383,6.421042901,4.744138571
PC(14:1/16:1),3.471667996,3.779547291,3.186249505,3.50652674,2.654651866,3.33752603,1.349168736,2.548264326,0.830763132,2.320325939,3.553143793,2.520989829
PC(14:1/18:0),6.105409281,7.450816608,7.665102837,7.790928765,6.52433225,8.274169517,7.284972382,8.13571082,7.206863591,6.903714394,8.564797976,6.828652018
PC(14:1/18:1),6.318846771,6.865228628,6.763899783,6.660334993,5.926009036,7.263219176,5.23150606,6.307826722,4.973345318,5.264007266,7.259533511,6.067007792
PC(14:1/18:2),1.216622408,1.671101978,1.409744542,1.941887312,1.364951025,2.274167574,0.606425191,1.41759909,0.432303385,0.840973054,3.4543408,1.827445059
PC(14:1/18:3),-2.561306146,-3.218567456,-3.577599088,-2.821724951,-3.084708009,-2.809430761,-3.656602712,-3.468831309,-3.97682608,-3.149286922,-0.16753838,-2.58440822
PC(14:1/20:0),-0.768767865,1.003411862,1.218690455,1.738661289,-0.115726798,-0.128550854,1.260933961,2.008804551,0.953907423,1.110758961,1.092924688,0.204007367
PC(14:1/20:1),2.596442756,3.493111836,3.590050881,2.782786885,1.718888609,2.877697815,2.270272414,2.758072846,0.611479096,0.671132275,2.131823247,1.047306364
PC(14:1/20:2),-0.592306762,0.208937771,0.486797552,1.716065239,0.729355079,0.25056514,0.327962087,0.292026823,-1.333201943,-0.295522285,1.777233092,0.920984216
PC(14:1/20:3),-2.314205352,0.017961347,-0.212047076,0.925415768,-0.766080549,-0.10415312,-0.024125893,0.283695751,-0.484864227,0.195951602,1.62358129,0.47091369
PC(14:1/20:4),-0.660865193,1.262527666,1.382983811,1.515049917,-0.484447913,1.794769237,0.858634215,1.618680094,0.525713251,1.930908661,3.058024902,1.827634285
PC(14:1/20:5),-3.076922192,-1.111467422,-1.967143154,-1.608784115,-2.625079729,-1.336866992,-2.528322636,-2.029438807,-2.59767897,-1.152092287,-0.553619635,-1.359834921
PC(14:1/22:0),-1.754670743,-0.303683093,-0.149131932,0.227558871,-2.655083099,-2.264887631,-1.308027776,-1.017182231,-1.762734739,-1.221546131,-0.539375201,-2.125516275
PC(14:1/22:1),-0.22980345,1.239232858,1.477266464,0.891011812,-1.767507082,-0.295162052,-0.095507662,-0.014148533,-3.051126211,-1.655000353,-0.81977257,-2.23390956
PC(14:1/22:2),-2.690313671,-2.26012793,-2.048240596,-0.983384909,-2.501111428,-3.193620742,-1.911740707,-2.336373586,-4.511500819,-3.492608473,-2.218991105,-2.902315879
PC(14:1/22:4),-3.33613965,-1.837519933,-1.280543539,-2.575789795,-2.835063175,-2.15011132,-2.260753476,-1.19435298,-3.582903911,-2.409539878,1.355578708,-0.980891959
PC(14:1/22:5),-2.26810917,-0.482680812,0.276127167,-1.462950476,-1.603634176,0.195623778,-0.789457622,0.176560678,-2.321434806,-1.560556109,1.447064646,0.151339557
PC(14:1/22:6),-2.238307595,-0.394662322,0.219407417,0.564354763,-1.181985214,0.437426238,0.429976331,0.992823336,-0.401979133,0.496248017,0.926101856,0.474563336
PC(16:0/16:0),7.0338605,7.172629529,7.345559545,6.615618087,6.028329282,7.698650617,6.911476854,6.499474997,6.805947361,5.767364001,8.118907665,6.688488183
PC(16:0/16:1),8.208242515,8.137733962,7.80731379,7.972002995,7.706332713,7.487118753,6.582781026,7.331072062,6.297160671,6.53539615,7.051022926,5.936559644
PC(16:0/18:0),3.295073297,5.239997276,4.655207529,2.684854442,3.520037634,4.001041206,3.734617857,3.722211417,4.638697809,2.89646938,5.784870896,3.122570738
PC(16:0/18:1),8.60368775,8.716508976,8.99769691,8.249428269,8.912306832,9.074123744,8.460244671,8.329728572,8.054311315,7.552101891,8.55228753,7.78308112
PC(16:0/18:2),4.555543282,4.6441103,4.499043509,4.662441531,5.018285273,5.147674938,4.224350313,4.323087946,4.802958225,3.920715695,5.845953173,3.985874194
PC(16:0/18:3),1.522238706,-0.170588792,-0.453405777,0.720682029,2.55544956,0.574096873,-0.272936121,-0.377499782,0.911625678,0.378688863,1.776197151,0.015670411
PC(16:0/20:0),0.024726833,-1.227985557,-1.513803424,-1.363433768,0.670701627,-1.36377068,-0.951974921,-1.55276426,-0.596912459,-2.02383501,-0.670942347,-1.776127701
PC(16:0/20:1),3.291801534,3.106788749,3.132246343,2.134554167,3.796632871,2.973252433,3.664422351,2.612912365,2.730322552,1.319289543,2.630823059,1.789209488
PC(16:0/20:2),1.247276428,0.683636429,0.944631424,2.45003086,4.050070994,1.219910315,2.411482698,1.821640387,1.412435886,1.010102677,2.303510415,1.971854144
PC(16:0/20:3),1.875645794,2.143965378,1.483433632,3.357974196,3.662323158,2.554509732,3.129826631,2.722166717,2.739559256,2.674112082,3.875044973,2.751539261
PC(16:0/20:4),2.696998522,3.563459221,3.091937261,3.454566712,4.018325378,4.131515578,3.11141098,2.712783645,3.289968871,3.060368672,5.181855289,3.121942845
PC(16:0/20:5),-0.512292571,0.749358539,-0.768634844,-0.087148348,0.639047112,0.982570481,-0.310599104,-1.136005894,0.351442274,0.051669557,1.211876219,-0.292847366
PC(16:0/22:0),-2.629035488,-2.67578759,-3.537880788,-3.52762398,-1.560495015,-3.772585673,-4.361472314,-3.512843108,-2.875519387,-4.253783119,-3.344589857,-4.399307351
PC(16:0/22:1),-0.753858678,-0.628516399,-0.90316559,-1.928950563,0.06852888,-1.253185457,-0.470943815,-0.777955441,-1.036811546,-1.423624421,-0.693318622,-1.754026135
PC(16:0/22:2),-1.132792169,-1.795044921,-1.689510685,-1.495390683,0.886451131,-2.079602186,-0.452573568,-0.087060782,-1.772076242,-2.319582082,-1.283325971,-1.589757024
PC(16:0/22:4),-0.708464797,0.176859539,0.419706065,-0.675270793,2.332529738,0.234662209,0.627399997,0.77949356,-0.320379719,-1.199967962,3.47977239,0.840856282
PC(16:0/22:5),1.248484253,1.50617976,1.697675387,0.549998945,2.722385206,2.514709968,1.338979064,1.634833311,0.880580568,-0.087896599,3.652493934,2.167915634
PC(16:0/22:6),1.508661982,1.586942885,1.599855633,2.119275267,3.37905001,2.480764533,2.13775091,1.966572597,1.974764825,1.663544094,2.249583385,1.421001612
PC(16:1/16:1),6.14722504,5.828196658,5.409016903,5.572932994,4.180663571,4.758568496,3.323767488,3.84895124,2.713665724,4.357796452,4.304546963,4.715857361
PC(16:1/18:0),3.770889678,3.796531857,3.690732049,4.243081907,3.627952265,3.82576518,4.148075166,4.801947506,4.404674201,4.132218984,4.761581492,3.502661279
PC(16:1/18:1),7.606167553,6.937152434,7.031127589,6.687841785,6.646474852,6.840781034,5.729250167,6.086652817,5.157385405,6.008845654,6.134916069,6.366420664
PC(16:1/18:2),3.306267625,2.365361601,2.215368815,2.82934328,3.238878781,2.554388888,1.251942794,1.410621181,1.287098151,2.142656009,3.442583941,2.622676041
PC(16:1/18:3),2.656016497,-1.190860739,-1.904160026,-0.679153224,2.197640356,-1.515345432,-1.390560979,-2.340372003,-1.484415442,-1.243965934,-0.630961474,-0.985151424
PC(16:1/20:0),-0.416031686,-1.291226847,-2.139511143,-1.420235472,-1.407411357,-1.393132832,-1.403219156,-1.260952879,-1.525104959,-0.984862313,-1.461113474,-1.566248281
PC(16:1/20:1),3.479554464,2.833222565,2.629500355,1.889397824,2.249740112,1.962419451,1.942959358,1.886301877,0.961114037,1.130729937,0.823571295,1.189027494
PC(16:1/20:2),0.496700525,0.06064627,0.079612061,1.45544301,2.070323623,-0.157974491,0.443495688,0.430971323,-0.970230295,0.265872811,0.402177811,1.214001876
PC(16:1/20:3),0.765003102,0.801844801,0.769863725,1.632897228,1.583884835,0.807409711,0.732164767,0.325389479,-0.640924517,1.071665768,1.53643525,1.586004516
PC(16:1/20:4),1.103808058,2.239436347,1.810238497,1.622442863,1.661855586,2.096128109,1.055722868,0.854932992,0.16196893,1.73775559,3.409393951,2.118454657
PC(16:1/20:5),-1.178001905,-1.094611257,-2.349054,-1.659140999,-1.966941192,-1.33018132,-2.677317829,-3.042142822,-3.276566404,-1.864274578,-1.255380695,-1.331669079
PC(16:1/22:0),-2.268717351,-2.843014516,-3.661382252,-3.167088047,-2.373907544,-4.056883156,-4.201788553,-3.909478008,-3.861225849,-3.247146121,-3.313846391,-3.926890332
PC(16:1/22:1),-0.730772135,-0.734404399,-1.282303381,-1.427608722,-0.993654325,-1.940127776,-1.557887107,-1.363138486,-2.420147562,-1.552861985,-2.113303832,-2.363088032
PC(16:1/22:2),-1.623160675,-2.486443119,-2.936141224,-2.235190416,-0.738215697,-3.47872958,-2.541498595,-2.279635993,-4.161634828,-3.202231701,-3.075500439,-2.447266833
PC(16:1/22:4),-1.919900096,-1.558464678,-1.114157756,-2.391342531,-0.404081237,-1.669454821,-1.637142533,-1.64320505,-3.614986507,-2.327858505,1.59742661,-0.402648336
PC(16:1/22:5),-0.271937775,0.018908299,0.016262179,-1.264431096,0.106306752,0.481220376,-1.222844849,-1.101885872,-2.565948901,-1.337707119,1.504431962,0.596196554
PC(16:1/22:6),0.325256231,0.288313539,0.025773237,0.294892592,0.77110816,0.286305056,-0.380698407,-0.426027521,-1.450584955,0.266261533,0.173837433,0.256431492
PC(16:2/16:2),-4.616599497,-4.383097987,-4.859912684,-3.326843266,-3.168399316,-3.793034208,-3.8247458,-4.514774307,-4.609204351,-4.313440317,-4.338686302,-4.444828872
PC(16:2/18:0),1.757050751,2.761517829,3.075494882,2.575811052,1.175101642,2.924972926,1.976604975,2.48326192,0.527701367,1.533678163,2.082362973,1.752874394
PC(16:2/18:2),-0.655543375,-0.503754735,-0.947194367,-0.765354569,-0.321538483,-0.733517023,-1.379064551,-0.69183605,-1.449834933,-1.42167546,-0.169657453,-1.450168314
PC(18:0/18:0),1.655499496,2.582481212,2.543537642,2.688763017,1.793202935,2.838240963,2.298669596,2.96795374,2.686327409,2.95825998,3.405247014,3.378224489
PC(18:0/18:1),4.723329405,5.76753335,5.836064619,5.025610849,4.394209064,5.975966492,5.931732574,6.69075366,6.228997024,5.655192679,7.118115608,5.486076664
PC(18:0/18:2),2.072245044,2.280133293,2.114076331,2.394440926,2.996261914,3.37788422,3.052655647,3.518540387,4.203946919,2.805904226,5.072197667,2.665529568
PC(18:0/18:3),0.37620655,-1.6822168,-1.887718717,-1.512254347,1.761277694,-1.545828766,-1.306609443,-1.376142126,-0.569463047,-0.616486589,0.604041709,-1.86796542
PC(18:0/20:0),0.720764318,-1.511752734,-0.162815319,-0.897138953,0.065804066,-0.366140307,0.371452425,-1.28548566,-0.203133043,-0.979877818,-0.864430729,-1.673079001
PC(18:0/20:1),0.751898894,0.461939951,-0.226938356,0.049319908,0.432209214,0.336022612,0.935586274,1.030468188,1.198609289,-0.100849888,0.875369973,-0.756264703
PC(18:0/20:2),0.938363521,0.068400414,0.147105088,1.286033293,1.152838534,0.320236593,1.564089089,1.500843835,1.928452201,0.521224913,1.256966281,0.512155902
PC(18:0/20:3),0.364400722,0.841512042,0.916026021,2.17260709,0.803967837,1.377803179,2.224294592,1.88025786,2.600382597,2.150982414,3.337000775,2.217045569
PC(18:0/20:4),0.399741193,2.436101746,2.171009183,2.048530016,1.853352241,2.786753271,2.427908359,2.241450239,3.158331752,2.380831628,5.332607383,2.727293885
PC(18:0/20:5),-1.139552841,-0.525395012,-1.590160415,-1.26172496,0.323759871,-0.319260387,-0.724079658,-1.358329472,0.386361771,-0.421771137,1.208215728,-0.491725698
PC(18:0/22:0),-2.521192382,-2.231220736,-3.102537845,-3.297912549,-2.617336076,-2.964129854,-2.09510609,-3.266009913,-2.139159254,-3.66207739,-3.243378784,-4.936699231
PC(18:0/22:1),-1.326776279,-2.090167658,-1.207507991,-1.194888294,-2.064843388,-1.797969018,-1.433501651,-2.198651922,-2.131235379,-2.946236488,-1.20840075,-3.250019489
PC(18:0/22:2),-0.63739565,-1.517024295,-0.681179738,-0.975319964,-2.00790576,-1.010028005,-0.328639737,-0.609707741,-0.311104077,-1.389037461,-1.615024322,-2.603690321
PC(18:0/22:3),-0.552351044,-0.820465212,-1.361065147,-0.980075315,-0.813682844,-0.929681358,0.074684091,-0.647645082,0.102940371,-1.345187329,-0.181941184,-1.356581943
PC(18:0/22:4),-2.169555233,-0.824974029,-0.526419912,-1.853880929,-1.67679238,-0.857643887,-0.722931494,0.015267521,-0.544410552,-1.70343169,2.607310533,-0.675497529
PC(18:0/22:5),-1.530978516,-0.240327579,0.234455065,-1.058481312,-0.242397627,0.709986458,0.443706312,0.452484152,0.405255723,-0.872876805,3.031326714,0.698818067
PC(18:0/22:6),-1.095648568,0.131279076,-0.051224036,0.631230553,1.272913133,0.788841322,1.329516312,1.057388561,1.747015688,0.485558702,2.220160157,0.542993132
PC(18:1/18:1),8.415692604,8.029484328,8.414013004,7.546358191,7.049609386,8.740454658,8.083846218,7.916630396,7.503819224,7.369810973,7.812779969,7.591006429
PC(18:1/18:2),4.742415947,3.875087555,4.010486869,4.05060052,4.713592492,4.970490752,3.904928761,3.856474283,4.186876941,3.719703403,5.173899852,4.047713238
PC(18:1/18:3),3.67930757,-0.438474209,-0.807512325,0.391358953,3.943906397,0.667958059,0.516089839,-0.126929797,0.935121479,0.187590172,0.910267264,0.390176643
PC(18:1/20:0),1.788891196,-0.451251919,-1.144517289,-0.761070096,0.026453928,-0.451132332,0.260804965,-0.308042538,0.473108212,-0.829877954,0.098684772,-0.257496963
PC(18:1/20:1),4.187947576,3.249215306,3.702200975,2.387914443,2.903123868,3.169549243,3.907971789,3.240527871,2.966961918,2.127578947,2.386649885,2.290001656
PC(18:1/20:2),2.103806619,0.481974108,1.266815716,2.346424644,3.195764138,1.526025921,2.64084707,1.981808604,1.709556108,1.621529636,1.868812617,2.566631082
PC(18:1/20:3),2.227419558,1.507421029,1.462256965,2.92534958,3.030708673,2.339071613,2.80361826,2.103410277,2.200629493,2.536391051,3.225971131,3.018640497
PC(18:1/20:4),2.6645768,3.126091529,2.74721282,2.952504111,3.563538919,3.507257391,2.772152086,2.341278245,2.627748505,2.585697826,4.624142498,3.27940351
PC(18:1/20:5),0.147357378,0.594835471,-0.74229333,-0.40051565,0.07971607,0.680730087,-0.474967516,-1.153791152,-0.13872987,-0.619781642,0.562659384,0.097719715
PC(18:1/22:0),-0.89908975,-3.465940837,-3.119925315,-2.475571174,-2.204472799,-3.540223452,-2.642199782,-4.015162371,-1.701153053,-3.192253971,-2.533367652,-3.589914257
PC(18:1/22:1),0.40159443,-0.372378996,-0.407608104,-0.988766374,-0.811708902,-0.794180087,0.181206093,-0.688522786,-0.258155794,-0.689565916,-0.887913897,-1.131438446
PC(18:1/22:2),-0.630527946,-1.96360945,-1.809042908,-1.238746114,-0.345574182,-2.046869225,-0.613877,-0.516520307,-1.573308376,-1.85940956,-1.879324025,-1.038643581
PC(18:1/22:4),-0.503005076,-0.391502479,-0.23638291,-1.408458506,0.836541269,-0.213218861,0.190475806,-0.161196223,-1.015502049,-1.230699274,2.652287513,0.850449081
PC(18:1/22:5),1.04584456,1.034746273,1.363886702,0.069607667,1.844895766,2.131049905,0.942772284,0.853402003,0.226814119,-0.084320573,2.723663204,1.838972165
PC(18:1/22:6),1.75197967,1.808801451,1.636600348,1.825487447,2.990083114,2.044032073,1.982787789,1.439940896,1.405825499,1.688976294,1.892478907,1.680849819
PC(18:2/18:2),0.664059415,-0.539165425,-0.510503161,0.55256402,0.425553986,0.279171431,-0.16999815,-0.389095632,0.322662256,0.1774728,2.619206364,0.530681646
PC(18:2/18:3),-0.032620417,-4.183447306,-3.960133778,-2.158866578,-0.081736716,-3.051472243,-2.577719085,-3.571197142,-1.023879277,-2.885031415,-1.083499203,-3.028072838
PC(18:2/20:0),-2.480032952,-3.574548602,-3.285861761,-3.527911676,-3.16515376,-4.118287499,-3.015746212,-3.068328754,-2.015478049,-3.258854159,-2.351758425,-3.435908895
PC(18:2/20:1),0.815227559,-0.121983334,-0.153495196,-0.829289973,-0.481690727,0.134400667,0.22203803,-0.475271349,0.28986702,-0.872720025,0.175215644,-1.039090532
PC(18:2/20:2),-1.997430697,-2.404891197,-2.270616236,-1.246659729,-0.153982707,-1.962172362,-1.180412525,-1.83255297,-1.335880331,-1.737460086,-0.135858482,-0.913985056
PC(18:2/20:3),-0.950049154,-2.235366816,-1.822949649,-0.413285199,0.450844124,-1.639169097,-0.879582594,-1.572934198,-1.065271729,-0.684989931,0.704995842,-0.229490027
PC(18:2/20:4),-0.611164924,0.268289567,-0.020703433,-0.064057247,1.735612226,0.133016663,-0.601005872,-0.183541592,-1.051792193,0.039217116,2.319950312,0.642415631
PC(18:2/20:5),-2.29008962,-2.34300829,-2.852164435,-2.856682207,-3.212529849,-2.925819079,-3.849563626,-3.356092711,-3.282208387,-3.236135388,-1.901675874,-2.608955216
PC(18:2/22:0),-3.812278055,-4.510993337,-4.741370416,-5.244673117,-4.166736052,-5.516869792,-4.912743825,-5.85920405,-4.224700162,-5.58039004,-3.739012017,-5.965864627
PC(18:2/22:1),-2.634240105,-3.439810607,-3.285227492,-3.785640582,-3.598474661,-3.932081538,-3.524941173,-3.879630838,-2.629210244,-3.962070837,-2.762672487,-4.455516703
PC(18:2/22:2),-3.479682624,-4.55476694,-4.598652395,-4.009622478,-3.46477325,-4.22218665,-4.134034957,-4.115561035,-4.433980933,-4.88510522,-3.231728672,-3.640382776
PC(18:2/22:4),-3.521020394,-2.684970142,-2.669228765,-3.977975205,-1.496543886,-3.455258372,-3.28699907,-2.893444344,-4.158198704,-3.638016705,0.505923518,-2.121953327
PC(18:2/22:5),-1.253979927,-1.611411019,-1.305766936,-2.839894413,-0.293570813,-1.60370272,-2.360408637,-1.782713592,-3.438102344,-2.864182455,0.35248392,-1.019053574
PC(18:2/22:6),-1.046875409,-1.120495824,-1.008910091,-0.865133508,-0.279832382,-1.050475433,-1.721605878,-1.010397344,-2.249636681,-1.314796436,-0.282965417,-0.998217071
PC(18:3/18:3),-3.619589336,-4.205030598,-3.631000883,-3.358168745,-4.079512949,-3.811469718,-4.834061591,-4.736949359,-16.60964047,-4.367444331,-3.694359486,-4.48711111
PC(18:3/20:0),-4.547113867,-3.844460292,-4.607974553,-3.944560672,-3.918395792,-4.769335673,-4.70976688,-4.67462416,-4.949586002,-3.530189408,-4.100482112,-4.530000929
PC(18:3/20:1),-2.074920701,-3.249611886,-3.516951837,-3.415702169,-1.687408664,-3.068841179,-3.147901902,-3.393453102,-3.977344468,-4.133209901,-3.185519704,-3.737872603
PC(18:3/20:2),-2.972847194,-4.718431762,-3.725282379,-2.438186129,-1.744916704,-3.6206238,-2.738847297,-3.088540931,-16.60964047,-3.744107908,-4.024473184,-3.484165817
PC(18:3/20:3),-2.164087021,-2.080653266,-1.660118951,-1.068886652,-1.502210505,-2.387995908,-1.590718477,-1.263938004,-2.666270713,-2.318585581,-2.330052222,-1.533943483
PC(18:3/20:4),0.253097663,0.7336907,0.516772521,0.080072923,0.375182804,0.608649919,-0.475062954,0.19725257,-0.946905478,-0.298681104,1.301048657,0.331356036
PC(18:3/20:5),-3.490830492,-1.908402867,-2.417526058,-3.013315798,-3.903190712,-1.830126716,-3.532013189,-3.266667125,-4.037270765,-3.105685066,-2.766757862,-2.800661794
PC(18:3/22:0),-5.131414066,-5.85731553,-5.008232959,-4.328779655,-5.499594803,-5.05677847,-4.762180687,-5.413402971,-16.60964047,-7.152741121,-4.690777572,-6.74146257
PC(18:3/22:1),-4.400852041,-4.854412376,-6.048532519,-4.998884132,-3.990329127,-5.911430072,-4.928019606,-5.292621942,-5.593567229,-5.442917812,-4.468550972,-5.829443418
PC(18:3/22:2),-4.380017435,-4.881893052,-4.99293547,-5.241683095,-4.495238407,-4.428859439,-4.853625055,-5.05253797,-6.440069428,-5.91891671,-5.062307486,-5.712907487
PC(18:3/22:4),-3.115781624,-2.538043946,-2.005145772,-3.683223253,-2.077539412,-3.589639286,-2.890539045,-2.003250623,-16.60964047,-3.803150221,-0.660827391,-2.618192058
PC(18:3/22:6),-0.957081428,-0.825339091,-0.507962257,-0.832480148,-0.770740038,-0.413321669,-1.28746766,-0.419890104,-2.200417275,-1.621858837,-0.705860519,-1.236356277
PC(20:0/20:0),-5.136751824,-4.430835873,-4.00696877,-4.340209359,-5.15722506,-4.084510367,-3.321655192,-3.899443183,-4.448080005,-3.07742292,-4.159090423,-4.375252444
PC(20:0/20:1),-2.419177058,-2.421597541,-2.086141288,-3.483621735,-4.108042697,-2.037864566,-2.820601108,-1.962575144,-3.781996459,-4.123179572,-3.911509419,-4.370929852
PC(20:0/20:2),-2.998390573,-3.018289896,-2.851341035,-1.829250592,-3.742263036,-2.245197118,-2.619013088,-1.745844642,-4.802186854,-3.828385073,-3.475236392,-3.407396038
PC(20:0/20:3),-3.107015308,-1.819255366,-1.473062899,-1.031310547,-3.182092688,-1.577710292,-2.60505198,-1.728006848,-3.751990945,-1.934564644,-2.181271449,-1.667548457
PC(20:0/20:4),-2.673234545,0.144199364,-0.198980772,-0.880906213,-2.347927956,0.149438842,-1.602557819,-1.094209356,-1.888739825,-1.033401023,0.878049861,-0.579400061
PC(20:0/20:5),-4.116102563,-2.956871827,-3.74747484,-3.894452361,-3.918815963,-2.941915496,-4.422238075,-4.614914814,-4.837374032,-4.326381144,-3.529390845,-3.461148719
PC(20:0/22:0),-5.668868592,-5.254932842,-5.199005697,-4.857031607,-5.886974744,-5.02437627,-5.220702742,-5.491860836,-16.60964047,-5.797022805,-5.172052964,-6.29469646
PC(20:0/22:1),-4.583953948,-4.124582067,-4.399282692,-5.347890308,-4.656985158,-4.49011469,-5.210443367,-5.486993831,-6.36863943,-5.792284789,-5.336505951,-6.45637549
PC(20:0/22:2),-4.795172203,-4.949419546,-4.890691974,-5.014249221,-4.990250621,-4.703316511,-4.605695333,-4.231337733,-5.598548548,-6.175704782,-4.691814062,-6.239809241
PC(20:0/22:4),-3.939524939,-3.341672655,-2.50333721,-4.376610788,-5.051852275,-3.60415664,-4.343998707,-3.577750445,-16.60964047,-5.052574119,-2.049728358,-3.411704042
PC(20:0/22:5),-3.739242038,-2.408137768,-2.205453583,-3.996396359,-4.130974815,-2.333178762,-3.441583717,-2.841872339,-4.050532946,-4.54785196,-1.34688672,-2.469841004
PC(20:0/22:6),-3.689964963,-2.061373865,-2.332490455,-2.154442077,-3.114551108,-2.15404978,-2.851677689,-2.444434483,-3.041264886,-2.980371361,-2.264557368,-2.619330734
PC(20:1/20:1),-1.013224395,-1.383423263,-1.135152085,-2.352632833,-4.137432044,-1.814981722,-0.828968551,-1.107921953,-2.304201837,-2.877349755,-2.377246718,-3.137605152
PC(20:1/20:2),-2.227916278,-2.95520415,-2.448490022,-1.625041165,-2.336351794,-2.322380213,-1.198603289,-1.741516219,-2.825460653,-3.279693387,-2.746881864,-2.448419072
PC(20:1/20:3),-1.554118172,-1.454478631,-1.663651368,-0.443364178,-1.38567065,-1.615438984,-0.093252564,-0.7567956,-1.443954626,-1.197297558,-0.845762579,-0.568779868
PC(20:1/20:4),-0.395971254,0.246489283,-0.010296936,-0.233400927,-0.233709827,0.264301276,0.199804175,-0.107551418,-0.731732425,-0.318514239,1.372738339,0.310130562
PC(20:1/20:5),-3.011497913,-2.153069453,-3.260542732,-3.470516702,-3.674980936,-2.40093215,-2.812894631,-3.494649593,-3.515312979,-3.308804646,-2.724873631,-3.138404117
PC(20:1/22:0),-4.416258128,-4.790041899,-5.015524824,-5.259418179,-5.085251509,-5.201149912,-4.888890891,-5.981296555,-6.115222864,-6.266066428,-4.946364577,-6.300798182
PC(20:1/22:1),-4.007974689,-4.512003113,-4.287518643,-5.146296449,-4.691205079,-4.477013318,-4.102909446,-4.547388069,-4.996347108,-5.720650482,-4.35310073,-5.687474298
PC(20:1/22:2),-4.178808925,-4.249798937,-4.85627098,-4.690511675,-4.420784192,-4.373818266,-4.573674556,-3.939235701,-5.559111637,-5.525980988,-4.796717501,-6.031386015
PC(20:1/22:4),-3.05880511,-3.40044824,-2.624976623,-4.526360911,-3.356356309,-3.643891771,-2.87321552,-3.149739326,-4.099107117,-4.289344985,-1.118967887,-2.820294708
PC(20:1/22:6),-1.779838235,-1.671659366,-1.470924181,-1.53923432,-0.974389469,-1.191489548,-0.859216372,-1.45400286,-2.281350946,-1.857540219,-1.682334257,-1.851142376
PC(20:2/20:2),-3.567554207,-4.452750328,-4.182262752,-2.54896657,-3.217061091,-3.566090548,-3.026046612,-3.093687916,-3.816098146,-3.744583751,-2.2500954,-2.256518328
PC(20:2/20:3),-4.067971687,-2.737298068,-3.230849513,-1.634207636,-1.677380417,-3.341863314,-1.996832384,-2.578569361,-3.246064657,-2.51348229,-0.995053159,-1.324099491
PC(20:2/20:4),-2.448443262,-1.441637356,-1.647394153,-1.136448272,-0.767068516,-1.52889162,-1.62839408,-1.751315423,-2.571948014,-1.221762483,1.281878017,-0.334665369
PC(20:2/20:5),-3.989317331,-3.75396565,-4.478566633,-3.968046874,-3.917973148,-4.342817896,-4.247249217,-4.644212327,-5.027212241,-4.250205207,-2.98196952,-3.387525458
PC(20:2/22:0),-4.421293767,-4.888676844,-5.528183001,-4.82679948,-5.342467374,-4.791987641,-5.15142008,-5.282735561,-16.60964047,-6.800549567,-4.978101153,-6.51877064
PC(20:2/22:1),-4.914146336,-3.907678385,-4.009270472,-4.278318427,-4.617528491,-4.192300851,-4.482182074,-4.853580049,-16.60964047,-5.891540129,-4.354168067,-5.459995274
PC(20:2/22:2),-4.754318399,-4.941873658,-4.680847725,-4.749409084,-4.408715547,-4.881162529,-4.995770131,-4.35569256,-5.871365271,-5.633539591,-4.649104547,-5.439109155
PC(20:2/22:4),-4.426359111,-3.939242274,-3.946474384,-4.645150868,-3.437915263,-4.351912448,-4.223091367,-4.197159145,-4.957280723,-5.030276684,-0.703768252,-3.541065434
PC(20:2/22:6),-3.530885573,-2.7154925,-2.736863763,-1.696300974,-1.623950044,-2.426495901,-2.263341742,-2.171626209,-3.390629016,-2.711740503,-1.622905995,-1.993328023
PC(20:3/20:3),-3.459912595,-2.444469735,-3.2901663,-1.807736158,-3.406690614,-3.237879877,-2.46955049,-2.443943675,-3.31080049,-2.031522624,-0.843513306,-1.591503828
PC(20:3/20:4),-1.166176262,-0.953197379,-0.851181685,-1.039714516,-0.910855133,-0.866472941,-1.844910269,-1.021242576,-3.178885563,-1.048234181,1.388232088,-0.254685854
PC(20:3/20:5),-2.424745154,-2.588472548,-3.315977552,-2.939506434,-3.121873406,-3.248016341,-3.898943194,-3.858221548,-3.72803808,-3.58860102,-2.743327835,-3.255540522
PC(20:3/22:0),-4.750633789,-5.078863123,-5.016316492,-5.658165089,-5.094400766,-4.940066121,-4.843792203,-6.352426732,-16.60964047,-5.769810998,-4.512959115,-5.114244755
PC(20:3/22:1),-4.109572521,-5.072606209,-5.18087655,-4.535418615,-4.279544447,-5.189985348,-3.804182913,-4.896034006,-3.946530747,-4.526814231,-4.345927147,-4.786577132
PC(20:3/22:2),-4.657785789,-4.884949152,-5.20601469,-5.007304323,-4.301119099,-4.650652443,-4.361533347,-5.253259485,-5.090831109,-5.0088626,-4.102924716,-4.771695183
